bank_ticker,bank_name,cik,period,period_end,interest_expense,interest_expense_deposits,interest_income,net_income,noninterest_expense,noninterest_income,tier_1_capital,tier_1_capital_ratio,total_assets,total_deposits,total_equity,total_loans,interest_expense_source_concept,interest_expense_deposits_source_concept,interest_income_source_concept,net_income_source_concept,noninterest_expense_source_concept,noninterest_income_source_concept,tier_1_capital_source_concept,tier_1_capital_ratio_source_concept,total_assets_source_concept,total_deposits_source_concept,total_equity_source_concept,total_loans_source_concept,data_type,period_sort
JPM,JPMORGAN CHASE & CO,0000019617,2025Q4,2025-12-31,23813000000.0,11001000000.0,48808000000.0,,23983000000.0,20803000000.0,,,4424900000000.0,2559320000000.0,362438000000.0,1467664000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquity,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20254
JPM,JPMORGAN CHASE & CO,0000019617,2026Q1,2026-03-31,23825000000.0,10284000000.0,49191000000.0,16494000000.0,26850000000.0,24470000000.0,,,4900475000000.0,2675520000000.0,364038000000.0,1477592000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquity,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20261
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2018Q2,2018-06-30,669000000.0,261000000.0,3082000000.0,,2584000000.0,1911000000.0,,,380711000000.0,264885000000.0,46975000000.0,220274000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20182
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2018Q3,2018-09-30,757000000.0,336000000.0,3223000000.0,,2608000000.0,1891000000.0,,,380080000000.0,264884000000.0,47102000000.0,220469000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20183
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2018Q4,2018-12-31,878000000.0,419000000.0,3359000000.0,,2577000000.0,917000000.0,,,,,47770000000.0,,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,real_public_sec_edgar_wide,20184
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2019Q1,2019-03-31,953000000.0,472000000.0,3428000000.0,,2578000000.0,1811000000.0,,,392837000000.0,271221000000.0,48575000000.0,229601000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20191
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2019Q2,2019-06-30,999000000.0,515000000.0,3497000000.0,,2611000000.0,1717000000.0,,,405761000000.0,273260000000.0,49381000000.0,234494000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20192
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2019Q3,2019-09-30,999000000.0,531000000.0,3503000000.0,,2623000000.0,1738000000.0,,,408916000000.0,285583000000.0,49455000000.0,234639000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20193
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2019Q4,2019-12-31,846000000.0,468000000.0,3334000000.0,,2762000000.0,1608000000.0,,,410295000000.0,288540000000.0,49343000000.0,239843000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,real_public_sec_edgar_wide,20194
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2020Q1,2020-03-31,689000000.0,375000000.0,3200000000.0,,2543000000.0,1825000000.0,,,445493000000.0,305204000000.0,49290000000.0,,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,real_public_sec_edgar_wide,20201
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2020Q2,2020-06-30,328000000.0,141000000.0,2855000000.0,,2515000000.0,1549000000.0,,,458978000000.0,345997000000.0,52948000000.0,,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,real_public_sec_edgar_wide,20202
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2020Q3,2020-09-30,192000000.0,74000000.0,2676000000.0,,2531000000.0,1797000000.0,,,461817000000.0,355079000000.0,53310000000.0,,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,real_public_sec_edgar_wide,20203
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2020Q4,2020-12-31,152000000.0,53000000.0,2576000000.0,,2708000000.0,1784000000.0,,,466679000000.0,365345000000.0,54041000000.0,236567000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20204
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2021Q1,2021-03-31,135000000.0,40000000.0,2483000000.0,,2574000000.0,1872000000.0,,,474414000000.0,375067000000.0,53879000000.0,,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,real_public_sec_edgar_wide,20211
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2021Q2,2021-06-30,120000000.0,30000000.0,2701000000.0,,3050000000.0,2086000000.0,,,554212000000.0,452883000000.0,54685000000.0,,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,real_public_sec_edgar_wide,20212
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2021Q3,2021-09-30,119000000.0,29000000.0,2975000000.0,,3587000000.0,2341000000.0,,,553515000000.0,448902000000.0,56297000000.0,,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,real_public_sec_edgar_wide,20213
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2021Q4,2021-12-31,113000000.0,27000000.0,2975000000.0,,3791000000.0,2265000000.0,,,557191000000.0,457278000000.0,55726000000.0,283504000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20214
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2022Q1,2022-03-31,110000000.0,27000000.0,2914000000.0,,3172000000.0,1888000000.0,,,541246000000.0,450197000000.0,49216000000.0,289899000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20221
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2022Q2,2022-06-30,230000000.0,88000000.0,3281000000.0,,3244000000.0,2065000000.0,,,540786000000.0,440811000000.0,47688000000.0,306338000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20222
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2022Q3,2022-09-30,657000000.0,340000000.0,4132000000.0,,3280000000.0,2074000000.0,,,559477000000.0,438194000000.0,46723000000.0,310819000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20223
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2022Q4,2022-12-31,1425000000.0,812000000.0,5109000000.0,,3474000000.0,2079000000.0,,,557263000000.0,436282000000.0,45812000000.0,321284000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20224
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2023Q1,2023-03-31,2074000000.0,1291000000.0,5659000000.0,,3321000000.0,2018000000.0,,,561777000000.0,436833000000.0,49074000000.0,321734000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20231
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2023Q2,2023-06-30,2434000000.0,1531000000.0,5944000000.0,,3372000000.0,1783000000.0,,,558207000000.0,427489000000.0,49346000000.0,317024000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20232
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2023Q3,2023-09-30,2785000000.0,1792000000.0,6203000000.0,,3245000000.0,1815000000.0,,,557334000000.0,423609000000.0,49481000000.0,313649000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20233
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2023Q4,2023-12-31,3099000000.0,1995000000.0,6502000000.0,,4074000000.0,1958000000.0,,,561580000000.0,421418000000.0,51141000000.0,316717000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20234
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2024Q1,2024-03-31,3236000000.0,2077000000.0,6500000000.0,,3334000000.0,1881000000.0,,,566162000000.0,425624000000.0,51374000000.0,315088000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20241
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2024Q2,2024-06-30,3266000000.0,2084000000.0,6568000000.0,,3357000000.0,2109000000.0,,,556519000000.0,416391000000.0,52681000000.0,316793000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20242
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2024Q3,2024-09-30,3412000000.0,2230000000.0,6822000000.0,,3327000000.0,2022000000.0,,,564881000000.0,423966000000.0,55729000000.0,316792000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20243
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2024Q4,2024-12-31,2971000000.0,2010000000.0,6494000000.0,,3506000000.0,2044000000.0,,,560038000000.0,426738000000.0,54469000000.0,311981000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20244
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2025Q1,2025-03-31,2654000000.0,1808000000.0,6130000000.0,,3387000000.0,1976000000.0,,,554722000000.0,422915000000.0,56451000000.0,314306000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20251
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2025Q2,2025-06-30,2715000000.0,1845000000.0,6270000000.0,,3383000000.0,2106000000.0,,,559107000000.0,426696000000.0,57655000000.0,321817000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20252
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2025Q3,2025-09-30,2879000000.0,1980000000.0,6527000000.0,,3461000000.0,2267000000.0,,,568767000000.0,432749000000.0,59038000000.0,322138000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20253
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2025Q4,2025-12-31,2649000000.0,1864000000.0,6380000000.0,,3603000000.0,2340000000.0,,,573572000000.0,440866000000.0,60636000000.0,327071000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20254
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2026Q1,2026-03-31,2483000000.0,1735000000.0,6444000000.0,,3768000000.0,2204000000.0,,,603028000000.0,457648000000.0,63676000000.0,356260000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20261
TFC,TRUIST FINANCIAL CORP,0000092230,2018Q2,2018-06-30,337000000.0,148000000.0,1994000000.0,,1720000000.0,1222000000.0,,,222681000000.0,159475000000.0,29832000000.0,144653000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20182
TFC,TRUIST FINANCIAL CORP,0000092230,2018Q3,2018-09-30,382000000.0,172000000.0,2069000000.0,,1742000000.0,1239000000.0,,,222885000000.0,154556000000.0,30007000000.0,145152000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20183
TFC,TRUIST FINANCIAL CORP,0000092230,2018Q4,2018-12-31,431000000.0,206000000.0,2136000000.0,,1784000000.0,1235000000.0,,,225697000000.0,161199000000.0,30178000000.0,147455000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20184
TFC,TRUIST FINANCIAL CORP,0000092230,2019Q1,2019-03-31,477000000.0,253000000.0,2173000000.0,,1768000000.0,1202000000.0,,,227683000000.0,159766000000.0,30883000000.0,147496000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20191
TFC,TRUIST FINANCIAL CORP,0000092230,2019Q2,2019-06-30,516000000.0,273000000.0,2206000000.0,,1751000000.0,1352000000.0,,,230872000000.0,159521000000.0,31764000000.0,150991000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20192
TFC,TRUIST FINANCIAL CORP,0000092230,2019Q3,2019-09-30,518000000.0,271000000.0,2218000000.0,,1840000000.0,1303000000.0,,,236750000000.0,162280000000.0,32303000000.0,147840000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20193
TFC,TRUIST FINANCIAL CORP,0000092230,2019Q4,2019-12-31,585000000.0,304000000.0,2812000000.0,,2575000000.0,1398000000.0,,,473078000000.0,334727000000.0,66558000000.0,298293000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20194
TFC,TRUIST FINANCIAL CORP,0000092230,2020Q1,2020-03-31,776000000.0,421000000.0,4426000000.0,,3431000000.0,1961000000.0,,,506229000000.0,,66061000000.0,314018000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20201
TFC,TRUIST FINANCIAL CORP,0000092230,2020Q2,2020-06-30,440000000.0,201000000.0,3888000000.0,,3878000000.0,2423000000.0,,,504336000000.0,,68883000000.0,309123000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20202
TFC,TRUIST FINANCIAL CORP,0000092230,2020Q3,2020-09-30,261000000.0,96000000.0,3623000000.0,,3755000000.0,2210000000.0,,,499183000000.0,,69973000000.0,300764000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20203
TFC,TRUIST FINANCIAL CORP,0000092230,2020Q4,2020-12-31,245000000.0,67000000.0,3611000000.0,,3833000000.0,2285000000.0,,,509228000000.0,381077000000.0,,293899000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20204
TFC,TRUIST FINANCIAL CORP,0000092230,2021Q1,2021-03-31,209000000.0,47000000.0,3494000000.0,,3610000000.0,2197000000.0,,,517537000000.0,,67876000000.0,285849000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20211
TFC,TRUIST FINANCIAL CORP,0000092230,2021Q2,2021-06-30,198000000.0,36000000.0,3443000000.0,,4011000000.0,2405000000.0,,,521964000000.0,,68336000000.0,281364000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20212
TFC,TRUIST FINANCIAL CORP,0000092230,2021Q3,2021-09-30,193000000.0,33000000.0,3426000000.0,,3795000000.0,2365000000.0,,,529884000000.0,,68900000000.0,280820000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20213
TFC,TRUIST FINANCIAL CORP,0000092230,2021Q4,2021-12-31,,,,,,,,,541241000000.0,416488000000.0,69271000000.0,285078000000.0,,,,,,,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20214
TFC,TRUIST FINANCIAL CORP,0000092230,2022Q1,2022-03-31,174000000.0,32000000.0,3357000000.0,,3674000000.0,2142000000.0,,,543979000000.0,,65044000000.0,285911000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20221
TFC,TRUIST FINANCIAL CORP,0000092230,2022Q2,2022-06-30,266000000.0,99000000.0,3673000000.0,,3580000000.0,2248000000.0,,,545123000000.0,,62999000000.0,299475000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20222
TFC,TRUIST FINANCIAL CORP,0000092230,2022Q3,2022-09-30,624000000.0,331000000.0,4369000000.0,,3613000000.0,2102000000.0,,,548438000000.0,,60811000000.0,310130000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20223
TFC,TRUIST FINANCIAL CORP,0000092230,2022Q4,2022-12-31,,683000000.0,5235000000.0,,1300000000.0,-832000000.0,,,,,60537000000.0,,,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,real_public_sec_edgar_wide,20224
TFC,TRUIST FINANCIAL CORP,0000092230,2023Q1,2023-03-31,1917000000.0,1125000000.0,5784000000.0,,3015000000.0,1421000000.0,,,574354000000.0,,62394000000.0,323194000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20231
TFC,TRUIST FINANCIAL CORP,0000092230,2023Q2,2023-06-30,2572000000.0,1527000000.0,6175000000.0,,3046000000.0,1380000000.0,,,554549000000.0,,63681000000.0,317486000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20232
TFC,TRUIST FINANCIAL CORP,0000092230,2023Q3,2023-09-30,2692000000.0,1858000000.0,6227000000.0,,3060000000.0,1334000000.0,,,542707000000.0,,62007000000.0,311006000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20233
TFC,TRUIST FINANCIAL CORP,0000092230,2023Q4,2023-12-31,,1917000000.0,6266000000.0,,9557000000.0,1363000000.0,,,535349000000.0,395865000000.0,59253000000.0,307263000000.0,,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20234
