bank_ticker,bank_name,cik,period,period_end,interest_expense,interest_expense_deposits,interest_income,net_income,noninterest_expense,noninterest_income,tier_1_capital,tier_1_capital_ratio,total_assets,total_deposits,total_equity,total_loans,interest_expense_source_concept,interest_expense_deposits_source_concept,interest_income_source_concept,net_income_source_concept,noninterest_expense_source_concept,noninterest_income_source_concept,tier_1_capital_source_concept,tier_1_capital_ratio_source_concept,total_assets_source_concept,total_deposits_source_concept,total_equity_source_concept,total_loans_source_concept,data_type,period_sort
TFC,TRUIST FINANCIAL CORP,0000092230,2024Q1,2024-03-31,2812000000.0,1964000000.0,6184000000.0,,2953000000.0,1446000000.0,,,534959000000.0,,59053000000.0,302421000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20241
TFC,TRUIST FINANCIAL CORP,0000092230,2024Q2,2024-06-30,2824000000.0,2016000000.0,6351000000.0,,3094000000.0,-5212000000.0,,,519853000000.0,,63827000000.0,300884000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20242
TFC,TRUIST FINANCIAL CORP,0000092230,2024Q3,2024-09-30,2750000000.0,2014000000.0,6352000000.0,,2927000000.0,1483000000.0,,,523434000000.0,,65696000000.0,298242000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20243
TFC,TRUIST FINANCIAL CORP,0000092230,2024Q4,2024-12-31,2589000000.0,1855000000.0,6179000000.0,,3035000000.0,1470000000.0,,,531176000000.0,390524000000.0,63679000000.0,301526000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20244
TFC,TRUIST FINANCIAL CORP,0000092230,2025Q1,2025-03-31,2481000000.0,1736000000.0,5988000000.0,,2906000000.0,1392000000.0,,,535899000000.0,,64635000000.0,303768000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20251
TFC,TRUIST FINANCIAL CORP,0000092230,2025Q2,2025-06-30,2567000000.0,1844000000.0,6154000000.0,,2986000000.0,1400000000.0,,,543833000000.0,,64840000000.0,313897000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20252
TFC,TRUIST FINANCIAL CORP,0000092230,2025Q3,2025-09-30,2657000000.0,1835000000.0,6286000000.0,,3014000000.0,1558000000.0,,,543851000000.0,,65646000000.0,318750000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20253
TFC,TRUIST FINANCIAL CORP,0000092230,2025Q4,2025-12-31,2414000000.0,1633000000.0,6114000000.0,,3170000000.0,1546000000.0,,,547538000000.0,400398000000.0,65189000000.0,323565000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20254
TFC,TRUIST FINANCIAL CORP,0000092230,2026Q1,2026-03-31,2256000000.0,1525000000.0,5855000000.0,,2983000000.0,1553000000.0,,,548975000000.0,,64214000000.0,324212000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,,NoninterestExpense,NoninterestIncome,,,Assets,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20261
USB,US BANCORP DE,0000036104,2018Q2,2018-06-30,751000000.0,427000000.0,3948000000.0,1750000000.0,3085000000.0,2414000000.0,,,461329000000.0,340080000000.0,50257000000.0,277354000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetOfDeferredIncome,real_public_sec_edgar_wide,20182
USB,US BANCORP DE,0000036104,2018Q3,2018-09-30,872000000.0,491000000.0,4123000000.0,1815000000.0,3044000000.0,2418000000.0,,,464607000000.0,331178000000.0,51007000000.0,280061000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetOfDeferredIncome,real_public_sec_edgar_wide,20183
USB,US BANCORP DE,0000036104,2018Q4,2018-12-31,1008000000.0,606000000.0,4311000000.0,1856000000.0,3280000000.0,2498000000.0,,,467374000000.0,345475000000.0,51657000000.0,282837000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20184
USB,US BANCORP DE,0000036104,2019Q1,2019-03-31,1092000000.0,695000000.0,4351000000.0,1699000000.0,3087000000.0,2291000000.0,,,475775000000.0,348087000000.0,52686000000.0,283709000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20191
USB,US BANCORP DE,0000036104,2019Q2,2019-06-30,1146000000.0,762000000.0,4451000000.0,1821000000.0,3153000000.0,2490000000.0,,,481719000000.0,353177000000.0,53540000000.0,288009000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20192
USB,US BANCORP DE,0000036104,2019Q3,2019-09-30,1156000000.0,744000000.0,4437000000.0,1908000000.0,3144000000.0,2614000000.0,,,487671000000.0,359715000000.0,54147000000.0,290631000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20193
USB,US BANCORP DE,0000036104,2019Q4,2019-12-31,1048000000.0,654000000.0,4255000000.0,1486000000.0,3401000000.0,2436000000.0,,,495426000000.0,361916000000.0,52483000000.0,292082000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20194
USB,US BANCORP DE,0000036104,2020Q1,2020-03-31,893000000.0,525000000.0,4116000000.0,1171000000.0,3316000000.0,2525000000.0,,,542909000000.0,394854000000.0,52162000000.0,312089000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20201
USB,US BANCORP DE,0000036104,2020Q2,2020-06-30,472000000.0,194000000.0,3672000000.0,689000000.0,3318000000.0,2614000000.0,,,546652000000.0,413306000000.0,52480000000.0,302952000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20202
USB,US BANCORP DE,0000036104,2020Q3,2020-09-30,346000000.0,130000000.0,3573000000.0,1580000000.0,3371000000.0,2712000000.0,,,540455000000.0,413217000000.0,53195000000.0,299578000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20203
USB,US BANCORP DE,0000036104,2020Q4,2020-12-31,304000000.0,101000000.0,3479000000.0,1519000000.0,3364000000.0,2550000000.0,,,553905000000.0,429770000000.0,53725000000.0,290393000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20204
USB,US BANCORP DE,0000036104,2021Q1,2021-03-31,278000000.0,85000000.0,3341000000.0,2280000000.0,3379000000.0,2381000000.0,,,553375000000.0,433761000000.0,52308000000.0,288084000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20211
USB,US BANCORP DE,0000036104,2021Q2,2021-06-30,245000000.0,82000000.0,3382000000.0,1982000000.0,3387000000.0,2619000000.0,,,558886000000.0,437182000000.0,53674000000.0,290886000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20212
USB,US BANCORP DE,0000036104,2021Q3,2021-09-30,238000000.0,78000000.0,3409000000.0,2028000000.0,3429000000.0,2693000000.0,,,567495000000.0,442902000000.0,54378000000.0,291816000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20213
USB,US BANCORP DE,0000036104,2021Q4,2021-12-31,232000000.0,75000000.0,3355000000.0,1673000000.0,3533000000.0,2534000000.0,,,573284000000.0,456083000000.0,55387000000.0,306304000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20214
USB,US BANCORP DE,0000036104,2022Q1,2022-03-31,245000000.0,80000000.0,3418000000.0,1557000000.0,3502000000.0,2396000000.0,,,586517000000.0,461546000000.0,51668000000.0,313270000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20221
USB,US BANCORP DE,0000036104,2022Q2,2022-06-30,390000000.0,177000000.0,3825000000.0,1531000000.0,3724000000.0,2548000000.0,,,591381000000.0,467102000000.0,49069000000.0,326537000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20222
USB,US BANCORP DE,0000036104,2022Q3,2022-09-30,901000000.0,534000000.0,4728000000.0,1812000000.0,3637000000.0,2469000000.0,,,600973000000.0,471148000000.0,47978000000.0,336691000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20223
USB,US BANCORP DE,0000036104,2022Q4,2022-12-31,1681000000.0,1081000000.0,5974000000.0,925000000.0,4043000000.0,2043000000.0,,,674805000000.0,524976000000.0,51232000000.0,381277000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20224
USB,US BANCORP DE,0000036104,2023Q1,2023-03-31,2330000000.0,1505000000.0,6964000000.0,1698000000.0,4555000000.0,2507000000.0,,,682377000000.0,505339000000.0,53454000000.0,380846000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20231
USB,US BANCORP DE,0000036104,2023Q2,2023-06-30,3111000000.0,1939000000.0,7526000000.0,1361000000.0,4569000000.0,2726000000.0,,,680825000000.0,521600000000.0,53484000000.0,372264000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20232
USB,US BANCORP DE,0000036104,2023Q3,2023-09-30,3518000000.0,2580000000.0,7754000000.0,1523000000.0,4530000000.0,2764000000.0,,,668039000000.0,518358000000.0,53578000000.0,368016000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20233
USB,US BANCORP DE,0000036104,2023Q4,2023-12-31,3652000000.0,2751000000.0,7763000000.0,847000000.0,5219000000.0,2620000000.0,,,663491000000.0,512312000000.0,55771000000.0,366456000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20234
USB,US BANCORP DE,0000036104,2024Q1,2024-03-31,3779000000.0,2884000000.0,7764000000.0,1319000000.0,4459000000.0,2700000000.0,,,683606000000.0,528063000000.0,56033000000.0,367074000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20241
USB,US BANCORP DE,0000036104,2024Q2,2024-06-30,3962000000.0,3028000000.0,7985000000.0,1603000000.0,4214000000.0,2815000000.0,,,680058000000.0,523785000000.0,56885000000.0,368584000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20242
USB,US BANCORP DE,0000036104,2024Q3,2024-09-30,3951000000.0,3004000000.0,8086000000.0,1714000000.0,4204000000.0,2698000000.0,,,686469000000.0,521131000000.0,59321000000.0,366604000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20243
USB,US BANCORP DE,0000036104,2024Q4,2024-12-31,3685000000.0,2772000000.0,7831000000.0,1663000000.0,4311000000.0,2833000000.0,,,678318000000.0,518309000000.0,59040000000.0,372249000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20244
USB,US BANCORP DE,0000036104,2025Q1,2025-03-31,3424000000.0,2511000000.0,7516000000.0,1709000000.0,4232000000.0,2836000000.0,,,676489000000.0,512525000000.0,60558000000.0,374235000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20251
USB,US BANCORP DE,0000036104,2025Q2,2025-06-30,3553000000.0,2541000000.0,7604000000.0,1815000000.0,4181000000.0,2924000000.0,,,686370000000.0,518717000000.0,61896000000.0,372706000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20252
USB,US BANCORP DE,0000036104,2025Q3,2025-09-30,3705000000.0,2648000000.0,7927000000.0,2001000000.0,4197000000.0,3078000000.0,,,695357000000.0,526149000000.0,63798000000.0,374960000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20253
USB,US BANCORP DE,0000036104,2025Q4,2025-12-31,3639000000.0,2451000000.0,7923000000.0,2045000000.0,4227000000.0,3053000000.0,,,692345000000.0,522216000000.0,65651000000.0,383730000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20254
USB,US BANCORP DE,0000036104,2026Q1,2026-03-31,3575000000.0,2284000000.0,7838000000.0,1945000000.0,4265000000.0,2997000000.0,,,700998000000.0,528178000000.0,66247000000.0,392150000000.0,InterestExpenseOperating,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,FinancingReceivableExcludingAccruedInterestAfterAllowanceForCreditLoss,real_public_sec_edgar_wide,20261
WFC,WELLS FARGO & COMPANY/MN,0000072971,2018Q2,2018-06-30,3474000000.0,1268000000.0,16015000000.0,5186000000.0,13982000000.0,9012000000.0,,,1879700000000.0,1268864000000.0,206069000000.0,934072000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20182
WFC,WELLS FARGO & COMPANY/MN,0000072971,2018Q3,2018-09-30,3792000000.0,1499000000.0,16364000000.0,6007000000.0,13763000000.0,9369000000.0,,,1872981000000.0,1266594000000.0,199679000000.0,932279000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20183
WFC,WELLS FARGO & COMPANY/MN,0000072971,2018Q4,2018-12-31,4277000000.0,1765000000.0,16921000000.0,6064000000.0,13339000000.0,8336000000.0,,,1895883000000.0,1286170000000.0,197066000000.0,943335000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20184
WFC,WELLS FARGO & COMPANY/MN,0000072971,2019Q1,2019-03-31,4692000000.0,2026000000.0,17003000000.0,5860000000.0,13916000000.0,9298000000.0,,,1887792000000.0,1264013000000.0,198733000000.0,938349000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20191
WFC,WELLS FARGO & COMPANY/MN,0000072971,2019Q2,2019-06-30,4891000000.0,2213000000.0,16986000000.0,6206000000.0,13449000000.0,9489000000.0,,,1923388000000.0,1288426000000.0,200037000000.0,940186000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20192
WFC,WELLS FARGO & COMPANY/MN,0000072971,2019Q3,2019-09-30,4874000000.0,2324000000.0,16499000000.0,4610000000.0,15199000000.0,10385000000.0,,,1943950000000.0,1308495000000.0,194416000000.0,945200000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20193
WFC,WELLS FARGO & COMPANY/MN,0000072971,2019Q4,2019-12-31,4395000000.0,2072000000.0,15667000000.0,3039000000.0,15614000000.0,10357000000.0,,,1927555000000.0,1322626000000.0,187702000000.0,952714000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20194
WFC,WELLS FARGO & COMPANY/MN,0000072971,2020Q1,2020-03-31,3415000000.0,1742000000.0,14727000000.0,653000000.0,13048000000.0,6405000000.0,,,1981349000000.0,1376532000000.0,183310000000.0,998580000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20201
WFC,WELLS FARGO & COMPANY/MN,0000072971,2020Q2,2020-06-30,1921000000.0,585000000.0,11813000000.0,-3846000000.0,14551000000.0,8394000000.0,,,1967048000000.0,1410711000000.0,178635000000.0,916229000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20202
WFC,WELLS FARGO & COMPANY/MN,0000072971,2020Q3,2020-09-30,1432000000.0,314000000.0,10811000000.0,3216000000.0,15229000000.0,9937000000.0,,,1920399000000.0,1383215000000.0,181727000000.0,900619000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20203
WFC,WELLS FARGO & COMPANY/MN,0000072971,2020Q4,2020-12-31,1195000000.0,163000000.0,10568000000.0,3354000000.0,14802000000.0,9572000000.0,,,1952911000000.0,1404381000000.0,184994000000.0,869121000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20204
WFC,WELLS FARGO & COMPANY/MN,0000072971,2021Q1,2021-03-31,1238000000.0,112000000.0,10046000000.0,4636000000.0,13989000000.0,9724000000.0,,,1957264000000.0,1437119000000.0,188034000000.0,844644000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20211
WFC,WELLS FARGO & COMPANY/MN,0000072971,2021Q2,2021-06-30,893000000.0,92000000.0,9693000000.0,6040000000.0,13341000000.0,11470000000.0,,,1945996000000.0,1440472000000.0,193127000000.0,837152000000.0,InterestExpense,InterestExpenseDeposits,InterestAndDividendIncomeOperating,NetIncomeLoss,NoninterestExpense,NoninterestIncome,,,Assets,Deposits,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,LoansAndLeasesReceivableNetReportedAmount,real_public_sec_edgar_wide,20212
