bank_ticker,bank_name,cik,period,period_end,deposits_to_assets,loans_to_deposits,interest_expense_to_deposits_annualized,deposit_interest_expense_to_deposits_annualized,net_income_to_assets_annualized,noninterest_expense_to_assets_annualized,noninterest_income_to_assets_annualized,equity_to_assets,roa_annualized,roe_annualized,net_interest_margin_proxy,loan_yield_annualized,efficiency_ratio,tier_1_capital_ratio,data_type,period_sort
JPM,JPMORGAN CHASE & CO,0000019617,2024Q1,2024-03-31,0.593637512354161,0.5300857474997004,0.04011844792207573,0.020151465424481627,0.013121384047383264,0.022252279362568073,0.01843388717946712,0.08229270738428646,0.013121384047383264,0.15944771370942587,0.022570071285617447,0.14740709954826706,0.5426861258167597,,real_public_sec_edgar_ratio,20241
JPM,JPMORGAN CHASE & CO,0000019617,2024Q2,2024-06-30,0.5784523931071255,0.5414949948467159,0.043007181216175056,0.02073164116451703,0.017522555498994327,0.02289450430038308,0.026506377137549744,0.08219931291384534,0.017522555498994327,0.2131715567666612,0.021960881997913108,0.14953429466852738,0.4723705179282868,,real_public_sec_edgar_ratio,20242
JPM,JPMORGAN CHASE & CO,0000019617,2024Q3,2024-09-30,0.5773739396795476,0.5414172945878922,0.044448430375205905,0.021250861866106734,0.01225449211030373,0.02143918549147183,0.018288627588094006,0.08214538171536287,0.01225449211030373,0.1491805364392371,0.022237276154571158,0.15323290240125464,0.5290242415717166,,real_public_sec_edgar_ratio,20243
JPM,JPMORGAN CHASE & CO,0000019617,2024Q4,2024-12-31,0.6010851366063974,0.5501352434215339,0.04025881617534596,0.019933234470696982,,0.022745998190273144,0.019404349040450044,0.08612890831300181,,,0.023333584823076965,0.1437426859054896,0.5322203516647961,,real_public_sec_edgar_ratio,20244
JPM,JPMORGAN CHASE & CO,0000019617,2025Q1,2025-03-31,0.572730489488409,0.5330739455510027,0.03779032380201428,0.017752477385704502,0.013440554254202066,0.021659274652489666,0.02022737786654722,0.08064057187754713,0.013440554254202066,0.16667235786238688,0.02136188070464008,0.14085970024509822,0.5207901125579343,,real_public_sec_edgar_ratio,20251
JPM,JPMORGAN CHASE & CO,0000019617,2025Q2,2025-06-30,0.5628534061200022,0.5413088612930167,0.03907617137192766,0.017797516371498373,0.013168201433855203,0.020893218248858536,0.019069158318473306,0.07840206726792111,0.013168201433855203,0.16795732424829934,0.020392392545429065,0.13911937587912093,0.5294576059850374,,real_public_sec_edgar_ratio,20252
JPM,JPMORGAN CHASE & CO,0000019617,2025Q3,2025-09-30,0.5588511919968511,0.553079958375123,0.03998154190975312,0.018258755428734664,0.012624871031017245,0.021298165323708033,0.019701745864495128,0.07899030854972529,0.012624871031017245,0.1598281012292761,0.02102186195576734,0.14030113989887272,0.5229930859198312,,real_public_sec_edgar_ratio,20253
JPM,JPMORGAN CHASE & CO,0000019617,2025Q4,2025-12-31,0.5783904721010644,0.5734585749339668,0.03721769845115109,0.017193629557851305,,0.021680037966959706,0.01880539673212954,0.08190874370042261,,,0.02259486090081132,0.13302227212768045,0.5236691558583344,,real_public_sec_edgar_ratio,20254
JPM,JPMORGAN CHASE & CO,0000019617,2026Q1,2026-03-31,0.5459715639810426,0.5522634852290396,0.035619244109556275,0.015374955148905634,0.013463184691279927,0.02191624281319668,0.019973573990276453,0.07428626816788168,0.013463184691279927,0.18123382723781584,0.020704931664787596,0.13316531221067793,0.538767156272574,,real_public_sec_edgar_ratio,20261
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2018Q2,2018-06-30,0.6957639784508459,0.8315835173754649,0.010102497310153462,0.003941333031315476,,0.02714920241337918,0.020078222063454956,0.12338755644044958,,,0.025352564018376142,0.05596665970563934,0.5975948196114709,,real_public_sec_edgar_ratio,20182
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2018Q3,2018-09-30,0.6969164386444959,0.8323228281058879,0.01143141903625738,0.005073919149514505,,0.02744685329404336,0.019901073458219322,0.12392654178067775,,,0.02595243106714376,0.05847534120443237,0.5985770025246729,,real_public_sec_edgar_ratio,20183
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2018Q4,2018-12-31,,,,,,,,,,,,,0.7583872866391995,,real_public_sec_edgar_ratio,20184
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2019Q1,2019-03-31,0.6904161267905009,0.846545805818871,0.014054958871178854,0.006961112893175676,,0.026250073185570606,0.018440218207551734,0.12365179451019125,,,0.025201292138978763,0.05972099424654074,0.6014932337844143,,real_public_sec_edgar_ratio,20191
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2019Q2,2019-06-30,0.6734506273397394,0.8581351094196004,0.014623435555880845,0.007538607919197833,,0.02573928987753875,0.01692622011479664,0.12169971978578523,,,0.024625333632359934,0.059651846102672136,0.6194543297746145,,real_public_sec_edgar_ratio,20192
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2019Q3,2019-09-30,0.6983903784640366,0.8216140316475421,0.013992429521365068,0.007437417493338189,,0.025658081366344187,0.017001046669731682,0.12094170929970947,,,0.024494028113353352,0.05971726780288017,0.6183404054691184,,real_public_sec_edgar_ratio,20193
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2019Q4,2019-12-31,0.7032501005374182,0.8312296388715603,0.01172800998128509,0.006487835308796008,,0.02692696718214943,0.01567652542682704,0.12026225033207814,,,0.024255718446483627,0.05560304032221078,0.67431640625,,real_public_sec_edgar_ratio,20194
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2020Q1,2020-03-31,0.6850926950591816,,0.009030025818796607,0.004914745547240534,,0.02283313093583962,0.016386340526113766,0.11064146911399281,,,0.022545808800587215,,0.5864852398523985,,real_public_sec_edgar_ratio,20201
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2020Q2,2020-06-30,0.7538422320895555,,0.003791940392546756,0.0016300719370399164,,0.021918261877475607,0.013499557713005853,0.1153606490942921,,,0.022022842053431756,,0.6170264965652601,,real_public_sec_edgar_ratio,20202
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2020Q3,2020-09-30,0.7688738179841799,,0.0021628989605130128,0.0008336173076977236,,0.02192210334396525,0.015564606759820448,0.11543533477546301,,,0.021515015688032272,,0.5912170053725765,,real_public_sec_edgar_ratio,20203
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2020Q4,2020-12-31,0.782861452947315,0.6475167307613352,0.0016641804321942274,0.0005802734401729872,,0.023210815142742657,0.015291024451496639,0.11579908245282089,,,0.02077659376145059,0.04355637092240253,0.6435361216730038,,real_public_sec_edgar_ratio,20204
PNC,"PNC FINANCIAL SERVICES GROUP, INC.",0000713676,2021Q1,2021-03-31,0.7905900753350449,,0.0014397427659591487,0.0004265904491730811,,0.02170256358370537,0.01578368260633118,0.11356958268516527,,,0.019797054892983765,,0.6099526066350711,,real_public_sec_edgar_ratio,20211
